siren,siret_siege,denomination,nom_usage,sigle,naf,naf_numerique,tags_numerique,categorie_juridique,famille_ess,flag_ess_sirene,est_active,date_creation,tranche_effectifs,annee_effectifs,categorie_entreprise,caractere_employeur,societe_mission,rna,code_postal,commune,site_web,nom_structure_porteuse,sources,origines,methode_jointure,confiance_jointure,score_enrichissement
328603147,32860314700013,ASSO RENCON CONCER ACTION DEVE,,,63.11Z,True,hebergement,9220.0,association,True,True,1983-09-23,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
329033211,32903321100023,ADIR 43,,,58.29C,True,edition_logiciel,9220.0,association,True,True,1984-01-16,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
329296826,32929682600020,ASS DEVELOPPEMENT INFORM ARTISANAT,,,58.29C,True,edition_logiciel,9220.0,association,True,True,1984-01-01,NN,,,,,W543003533,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
329361893,32936189300053,ASS TECHNIQUES ORGANISAT NOUVELLES,,ATON,62.02A,True,conseil_it,9220.0,association,True,True,1983-05-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
329489819,32948981900014,ADIREB,,,62.02A,True,conseil_it,9220.0,association,True,True,1984-02-23,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
330074055,33007405500014,CONFEDER FR AMICALES ANCIENS ELEVES,,COFAEC,63.11Z,True,hebergement,9220.0,association,True,True,1982-03-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
330166190,33016619000042,ASSO RECHER NEURO LANGU ROUSSI,,,63.11Z,True,hebergement,9220.0,association,True,True,1980-07-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
330256124,33025612400018,LOGIT,,,62.01Z,True,dev_logiciel,9220.0,association,,False,1983-03-01,NN,,,,,W942002294,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
330929597,33092959700020,APRIM ANALY PRODU RESSO INFORM,,,62.02A,True,conseil_it,9220.0,association,True,True,1984-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
331532143,33153214300012,CENTRE DOCUMENT INTERNATIONALE,,,63.11Z,True,hebergement,9220.0,association,True,True,1982-11-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
331676221,33167622100012,OPI DES TESCOU'S,,OPI,63.11Z,True,hebergement,9220.0,association,True,True,1985-02-01,01,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
331790220,33179022000015,PROMOTIQUE,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-05-21,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
331984302,33198430200041,COMMUNICATION INFORMATION QUARTIERS,,CIQ,63.11Z,True,hebergement,9220.0,association,True,True,1984-07-04,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332024223,33202422300023,AXIELL FRANCE,,,58.29C,True,edition_logiciel,5710.0,,True,True,1985-03-01,12,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
332051010,33205101000012,EUROP UNIVERS OF AMERICA FRANC,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-07-23,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332304534,33230453400016,VIDEOTEL 44 PROMO DEVEL VIDEO,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-02-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332348341,33234834100022,SERVIE PROJET REALI INSTIT NATION TELECO,,SPRINT,62.02A,True,conseil_it,9220.0,association,True,True,1985-01-01,NN,,PME,,,W912000650,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
332480276,33248027600036,MEMOIRE DE LA DROME,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-04-01,01,2023.0,PME,,,W263002052,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
332508530,33250853000018,AAPCAO ASS AZUR PROMO CONCEP,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-01-06,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332603646,33260364600024,ETUDES PREHISTOIR ET HISTOIR PAYS LOIRE,,AEPHPL,63.11Z,True,hebergement,9220.0,association,True,True,1985-02-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332690981,33269098100011,SISVAC,,,58.29C,True,edition_logiciel,9220.0,association,True,True,1985-03-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332711522,33271152200026,TELECOM ETUDE,,TE,62.02A,True,conseil_it,9220.0,association,True,True,1979-11-13,NN,,PME,,,W751052982,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
332776210,33277621000012,ASSOC ARIOD AQUITAINE,,,63.11Z,True,hebergement,9220.0,association,True,True,1981-03-19,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
332947803,33294780300067,COOPERATIVE INFORMATIQUE,,,62.02A,True,conseil_it,5560.0,cooperative,,True,1985-03-15,12,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_x_naf,siren_direct,1.0,0.67
333073062,33307306200015,SOCIETE D INFORMATIQUE DE GESTION ET DE COMMUNICATION,,SIGEC,58.29C,True,edition_logiciel,5560.0,cooperative,True,True,1985-05-31,12,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
333294403,33329440300014,A.I.H.T.I.,,,63.11Z,True,hebergement,9220.0,association,True,True,1983-11-03,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
333533628,33353362800017,PROCESS INGENIERIE ETUDES REALISATIONS,,,62.01Z,True,dev_logiciel,9220.0,association,True,True,1985-05-02,NN,,,,,W751072138,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
333673218,33367321800017,CENTR INFORM DOCUMENT AFRIQUE AUSTRALE,,CIDAA,63.11Z,True,hebergement,9220.0,association,True,True,1984-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
333674422,33367442200014,ASS PROMOT TECHNIQ INFORM INDUST GRAPHIQ,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-04-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
333785327,33378532700037,PIC-ORDI,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-09-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
333966315,33396631500017,ANTIPODES MEDIAS,,,63.11Z,True,hebergement,9220.0,association,True,True,1983-12-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334065695,33406569500010,MEDIATHEQUE REGIONALE BASSE NORMANDIE,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-10-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334247095,33424709500030,LOGISUD SERVI INGENI LOGICIEL,,,62.01Z,True,dev_logiciel,5460.0,,True,True,1986-01-01,NN,,PME,,,,,,,,ess_france|sirene,ess_flag_insee|ess_x_naf,siren_direct,1.0,0.58
334256344,33425634400014,ARPEJ ASSO ART PAYSAGES JARDIN,,,63.11Z,True,hebergement,9220.0,association,True,True,1983-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334356342,33435634200017,CLUB INFORMATIQ QUARTIER LEBON,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-07-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334413770,33441377000028,TOMBELAINE BRETAGNE,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-10-07,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334487337,33448733700035,GESTFORM,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-12-02,32,2023.0,ETI,,,W332001901,,,,,ess_france|esus|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
334643749,33464374900016,ART SPORT ET INDUSTRIE,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-06-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
334735032,33473503200032,GEFISCOPE,,,62.02A,True,conseil_it,5458.0,cooperative,True,False,1986-02-01,NN,,,,,,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.67
334783545,33478354500018,UNION COMMERCIALE AUTUNOISE,,UCA,63.11Z,True,hebergement,9220.0,association,True,True,1985-04-04,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
335159141,33515914100019,SAVOIR,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-08-12,NN,,PME,,,W133016812,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
335204913,33520491300024,PROGIMAT,,,62.03Z,True,hebergement,5710.0,,True,True,1986-03-01,02,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
337791776,33779177600020,INTERNATIONAL CLUB 77,,,63.11Z,True,hebergement,9220.0,association,True,False,1981-10-21,NN,,,,,W771003681,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
337832885,33783288500012,MIAG PERFORM,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-06-03,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
338166978,33816697800027,INSTIT PSYCHOSOMATO PEDAGOGIE,,,63.11Z,True,hebergement,9220.0,association,True,True,1986-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
338300775,33830077500016,ASSOCIATION INFOR ELEVAGE,,,63.11Z,True,hebergement,9220.0,association,True,True,1986-06-01,NN,,PME,,,W802007931,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
338309727,33830972700018,DIALOGUE INFORMATIQUE ENTREP UNIVERSITE,,DIEU,63.11Z,True,hebergement,9210.0,association,,True,1986-06-25,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
338556590,33855659000028,CENTRE GENEALOGIQUE DU FINISTERE,,CGF,63.11Z,True,hebergement,9220.0,association,True,True,1980-01-01,02,2023.0,PME,,,W291000477,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
338573553,33857355300017,ASSOCIATION INFORMATIQUE LOMAGNE,,AIL,63.11Z,True,hebergement,9210.0,association,,True,1986-08-08,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
338725054,33872505400047,AGENCE DE DEVELOPPEMENT ECONOMIQUE LOCAL,,ADEL,63.11Z,True,hebergement,9220.0,association,True,True,1986-07-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
338829070,33882907000014,ASS APPLICAT NOUVEAUX SERVICES INFORMATI,,ANSI,62.02A,True,conseil_it,9220.0,association,True,True,1986-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
338832264,33883226400018,ASS INFORM COMMUN ORGAN MEDIATIQUE,,AIDCOM,63.11Z,True,hebergement,9220.0,association,True,True,1986-08-13,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
338944093,33894409300024,MIAGE REALISATIONS,,,63.11Z,True,hebergement,9220.0,association,True,False,1986-06-01,NN,,,,,W543001948,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
339391088,33939108800012,ESTIA INNOVATION,,ILS,62.02A,True,conseil_it,9220.0,association,True,True,1986-07-09,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
339409385,33940938500012,CLUB UTILISATEURS SYSTEMES INFORMATIQUES,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
339425852,33942585200011,ASS INDUSTRIELS MAITRISE ENERGIE EXPORT,,AIMEX,63.11Z,True,hebergement,9220.0,association,True,True,1986-10-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
339427015,33942701500013,INNOVATION ET COMMUNICATION,,,63.11Z,True,hebergement,9220.0,association,True,True,1986-11-24,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
339444960,33944496000019,CENTRE INFORMATION HABITAT ILE DE FRANCE,,CIH,63.11Z,True,hebergement,9220.0,association,True,True,1986-06-13,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
339513467,33951346700045,KTS TECHNOLOGIES L INFOTHEQUE,,,62.01Z,True,dev_logiciel,5499.0,,True,True,1986-12-15,01,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
339960130,33996013000013,INFORMATIQUE DOMESTIQUE,,ID,63.11Z,True,hebergement,9220.0,association,True,True,1986-04-21,NN,,PME,,,W782004056,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
340326693,34032669300017,CEFAR SERVICES,,,62.02A,True,conseil_it,9220.0,association,True,True,1986-11-17,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
340636299,34063629900034,SERVICE ETUDE PROJET DE L'EFREI,,SEPEFREI,62.01Z,True,dev_logiciel,9220.0,association,True,True,1985-01-01,NN,,PME,,,W943000305,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
340636885,34063688500022,CENTRE REGIONALE INFORMATIQUE,,CRI,62.01Z,True,dev_logiciel,9220.0,association,True,True,1985-07-04,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
340899202,34089920200014,ASS DEVELOP PROTECTION EMPLOI DISTANCE,,ADPED,63.11Z,True,hebergement,9220.0,association,True,True,1987-02-06,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
340945187,34094518700011,ACTION MODE ESCP,,,63.11Z,True,hebergement,9220.0,association,True,True,1985-12-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
340960723,34096072300013,CENTRE INFOR DIFF DOC INFORM TELEMATIQUE,,CIDDIT,62.02A,True,conseil_it,9220.0,association,True,True,1987-04-24,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
341245348,34124534800014,VOICOLLUMIERE,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-01-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
341287308,34128730800017,ASS LORRAINE INFORM DOCUMEN FORMAT AGRIC,,ALIDAR,63.11Z,True,hebergement,9220.0,association,True,True,1987-02-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
341452522,34145252200020,UNION DE COOPERATIVES AGRICOLES BRIENON CHABLIS,,,62.01Z,True,dev_logiciel,6318.0,cooperative,True,True,1987-06-11,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
341614675,34161467500021,ASS DIFFUSION DOCUMEN HOSPITAL ET SANTE,,ADHOCS,63.11Z,True,hebergement,9220.0,association,True,True,1987-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
341914257,34191425700017,ASS POUR ENCOURAGEMENT ETUDES ANCIENNES,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
342094877,34209487700020,ASS DEVEL ORGAN PROMO ACTIVITE MEDICALE,,ADOPAM,63.11Z,True,hebergement,9220.0,association,True,True,1987-08-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
342269743,34226974300023,AQUITAINE ELECTRONIQUE INFORMATIQUE,,AEI,62.02A,True,conseil_it,9220.0,association,True,True,1987-05-06,NN,,PME,,,W332001686,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
342423449,34242344900012,ASSOC CONSEIL BASCO LANDAIS GEST INFORMA,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-06-25,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
342485497,34248549700016,ASSOCIATION ETUDE NEGOCIATION COLLECTIVE,,ASSEMEC,63.11Z,True,hebergement,9210.0,association,,True,1987-03-13,NN,,PME,,,,,,,,sirene,cate_x_naf,siren_direct,1.0,0.67
342719309,34271930900011,ORGANIS COMMUNIC TELEMATIQ AGRICOL VENDE,,OCTAVE,63.11Z,True,hebergement,9220.0,association,True,True,1987-09-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
342934866,34293486600019,ASS POINT D'APPUI,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-06-15,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
343047205,34304720500012,ASSO GESTION SERVEUR TELEMA LEZIGNANAIS,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-11-23,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
343083440,34308344000036,SOCIETE ARDENNAISE DE CANCEROLOGIE,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-10-15,NN,,,,,W081000780,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
343205159,34320515900050,BRETAGNE MIEUX VIVRE,,BMV,63.11Z,True,hebergement,9220.0,association,,False,1987-07-20,NN,,,,,W353003167,,,,,sirene,cate_x_naf,siren_direct,1.0,0.75
343668109,34366810900014,CONFERENCE INTERCONSULAIRE REGIONALE,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-05-07,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
343682712,34368271200025,OBSERVAT LOYERS AGGLOMERATION PARISIENNE,,OLAP,63.11Z,True,hebergement,9220.0,association,True,True,1988-01-11,03,2023.0,PME,,,W751082588,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
343801973,34380197300011,ASSOC GESTION DEVELOPPEMENT INFORMATIQUE,,AGEDI,63.11Z,True,hebergement,9220.0,association,True,False,1987-12-09,NN,,,,,W771007977,,,,,sirene,cate_x_naf|ess_flag_insee,siren_direct,1.0,0.75
343824652,34382465200014,GROUPE MICRO Z,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-09-21,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344000229,34400022900023,UNION REGIONALE MIDI-PYRENEES DES CENTRES DE GESTION AGREES,,URMPCGA,63.11Z,True,hebergement,9220.0,association,True,True,1987-10-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344049580,34404958000048,DEAL SOFTWARE,,DEAL,62.02B,True,conseil_it,5710.0,,True,True,1988-01-01,12,2023.0,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
344102678,34410267800010,ASS EXPERTS CONCEP ASSIS PAR ORDINATEUR,,AECAO,62.02A,True,conseil_it,9220.0,association,True,True,1987-04-02,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344124300,34412430000015,RESEAU EUROPEEN INTEGRE IMAGE SERVICES,,REIS,63.11Z,True,hebergement,9220.0,association,True,True,1987-10-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344246152,34424615200013,NOUVEAUX ESPACES DES MARCHES OCEANIQUES,,NEMO,63.11Z,True,hebergement,9220.0,association,True,True,1988-03-16,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344473129,34447312900015,UNION INTERNATIONALE DE PHLEBOLOGIE,,,63.11Z,True,hebergement,9260.0,association,True,True,1988-03-14,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344613658,34461365800022,2D,,,68.20B,False,,6540.0,,,True,1988-05-01,NN,,,,,,29600.0,MORLAIX,https://www.resam.net/le-2d-a-morlaix.html,Résam (Réseau d'échanges et services des associations du Pays de Morlaix),tiers_lieux,tiers_lieux,scoring,1.0,0.83
344671490,34467149000037,ARETE,,,62.02A,True,conseil_it,5710.0,,,True,1988-03-01,03,2023.0,PME,,,,,,,,ess_france|sirene,ess_x_naf,siren_direct,1.0,0.58
344737721,34473772100037,DIADEME INGENIERIE,,,62.01Z,True,dev_logiciel,5458.0,cooperative,True,False,1988-05-01,02,2023.0,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344799689,34479968900015,LABORATOIR RECHERCH ETUD MUTATION INDUST,,LAREMI,63.11Z,True,hebergement,9220.0,association,True,True,1987-08-05,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
344848973,34484897300014,ASS LORRAINE D'INFORMATIQUE ET SERVICES,,ALIS,62.02A,True,conseil_it,9220.0,association,True,True,1988-03-10,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
345354401,34535440100019,INTELLIGENCE ARTIFICIELLE EN IMAGERIE,,,63.11Z,True,hebergement,9260.0,association,True,True,1987-05-25,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347396749,34739674900017,AZIMUT,,,63.11Z,True,hebergement,9220.0,association,True,True,1988-02-25,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347411837,34741183700029,AMICALE EXPOSANTS PAYS DE SARREBOURG,,AMEX,63.11Z,True,hebergement,9260.0,association,True,True,1988-06-30,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347424038,34742403800011,CTRE ORGANIS GESTION INFORMATIQ THEMATIQ,,COGIT,63.11Z,True,hebergement,9220.0,association,True,True,1988-06-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347506057,34750605700038,ASS SALON REGION MAISON INDIV ET HABITAT,,,63.11Z,True,hebergement,9220.0,association,True,True,1984-07-24,NN,,PME,,,W662004742,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
347596215,34759621500017,ASS INITIATIVE EMPLOI PAYS DE LOIRE,,INEM,63.11Z,True,hebergement,9220.0,association,True,True,1987-07-20,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347638975,34763897500016,CENTRE ETUDE REALISAT INTERASSOCIATIVESS,,CERI,63.11Z,True,hebergement,9220.0,association,True,True,1988-04-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347644130,34764413000010,ASS LES AMIS DE L'ANNE EPIGRAPHIQUE,,,63.11Z,True,hebergement,9220.0,association,True,True,1988-06-15,NN,,PME,,,W751083011,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
347828477,34782847700013,ACTION PARIS JUNIOR ENT DE L INSEEC,,,63.11Z,True,hebergement,9220.0,association,True,True,1986-06-11,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347896938,34789693800011,NANTES CONGRES SERVICE,,,63.11Z,True,hebergement,9220.0,association,True,True,1987-04-17,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
347975393,34797539300013,ASS ARTCIBLE COMMUNICATION,,,63.11Z,True,hebergement,9220.0,association,True,True,1988-01-01,NN,,PME,,,,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.67
348282328,34828232800023,CORIEL,,,62.02A,True,conseil_it,5710.0,,True,True,1988-10-03,NN,,PME,,,,,,,,sirene,ess_flag_insee,siren_direct,1.0,0.58
348301243,34830124300013,JUNIOR ESIEE PARIS,,G3E,62.02B,True,conseil_it,9220.0,association,True,True,1988-09-01,NN,,PME,,,W932000310,,,,,ess_france|sirene,cate_x_naf|ess_flag_insee|ess_x_naf,siren_direct,1.0,0.75
