siren,denominationUniteLegale,activitePrincipaleUniteLegale,sources,methode_jointure
923821045,TSEDACLICK,62.01Z,ess_france|sirene,siren_direct
923836449,ASSOCIATION POUR LES SOLUTIONS INFORMATIQUES INNOVANTES EN SANTE,62.02A,ess_france|sirene,siren_direct
923871495,COKO,58.29C,ess_france|sirene,siren_direct
923896021,808TEAM,63.11Z,ess_france|sirene,siren_direct
923902514,"KARU*BBEAN NEWS, LE MAGAZINE DE LA CARAIBE",63.12Z,ess_france|sirene,siren_direct
923910269,ADMINISTRACOM LA BOUTIQUE.COM,63.11Z,ess_france|sirene,siren_direct
923913859,MEDIA 11,63.12Z,ess_france|sirene,siren_direct
923932966,DIGITAL NEO ACADEMY (DNA),62.02A,ess_france|sirene,siren_direct
923939953,SYNEOD,62.02A,ess_france|sirene,siren_direct
923955611,PIAILLE,63.12Z,ess_france|sirene,siren_direct
923960819,FRESHSERV CORPORATION,62.02A,ess_france|sirene,siren_direct
923986061,INDIAN BUSINESS WOMEN IN FRANCE (IBWIF),63.12Z,ess_france|sirene,siren_direct
923987192,MILTHY HEBERG,63.12Z,ess_france|sirene,siren_direct
923990030,DJT@L,62.02A,ess_france|sirene,siren_direct
923994099,OPLIBRIS,62.01Z,ess_france|sirene,siren_direct
924000441,M82 PROJECT,62.02A,ess_france|sirene,siren_direct
948536263,LASERCATS,62.01Z,ess_france|sirene,siren_direct
949536163,INNERVERSE,58.21Z,ess_france|sirene,siren_direct
